,Unnamed: 0,Application,Images,Epochs,Batchsize,Jobs,GpuType,GpuNumber,ExecutionTime,min,max,Memory
261,261,pytorch_alexnet,130000,500,512,J3,M60,2,79023.46959181961,34162.73745,196598.1332,8
262,262,pytorch_alexnet,130000,500,512,J3,K80,2,77321.20932000001,34162.73745,196598.1332,8
263,263,pytorch_alexnet,130000,500,512,J3,Quadro P600,2,92503.34948,34162.73745,196598.1332,8
264,264,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,3,76818.04062,34162.73745,196598.1332,8
265,265,pytorch_alexnet,130000,500,512,J3,M60,3,74106.68296,34162.73745,196598.1332,8
266,266,pytorch_alexnet,130000,500,512,J3,K80,3,71651.98634,34162.73745,196598.1332,8
267,267,pytorch_alexnet,130000,500,512,J3,Quadro P600,3,34162.73745,34162.73745,196598.1332,8
268,268,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,4,76154.38649,34162.73745,196598.1332,8
269,269,pytorch_alexnet,130000,500,512,J3,M60,4,70503.91291,34162.73745,196598.1332,8
270,270,pytorch_alexnet,130000,500,512,J3,K80,4,65388.32133,34162.73745,196598.1332,8
271,271,pytorch_alexnet,130000,500,512,J3,Quadro P600,4,65388.32133,34162.73745,196598.1332,8
272,272,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,5,74589.69282000001,34162.73745,196598.1332,8
273,273,pytorch_alexnet,130000,500,512,J3,M60,5,66348.21087000001,34162.73745,196598.1332,8
274,274,pytorch_alexnet,130000,500,512,J3,K80,5,58886.87951,34162.73745,196598.1332,8
275,275,pytorch_alexnet,130000,500,512,J3,Quadro P600,5,58886.87951,34162.73745,196598.1332,8
276,276,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,6,72574.47939,34162.73745,196598.1332,8
277,277,pytorch_alexnet,130000,500,512,J3,M60,6,61916.04284,34162.73745,196598.1332,8
278,278,pytorch_alexnet,130000,500,512,J3,K80,6,52266.54929,34162.73745,196598.1332,8
279,279,pytorch_alexnet,130000,500,512,J3,Quadro P600,6,52266.54929,34162.73745,196598.1332,8
280,280,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,7,70301.82609,34162.73745,196598.1332,8
281,281,pytorch_alexnet,130000,500,512,J3,M60,7,57325.89423,34162.73745,196598.1332,8
282,282,pytorch_alexnet,130000,500,512,J3,K80,7,45578.28284,34162.73745,196598.1332,8
283,283,pytorch_alexnet,130000,500,512,J3,Quadro P600,7,45578.28284,34162.73745,196598.1332,8
284,284,pytorch_alexnet,130000,500,512,J3,GTX 1080Ti,8,67868.27287,34162.73745,196598.1332,8
285,285,pytorch_alexnet,130000,500,512,J3,M60,8,52637.00777,34162.73745,196598.1332,8
286,286,pytorch_alexnet,130000,500,512,J3,K80,8,38847.55624,34162.73745,196598.1332,8
287,287,pytorch_alexnet,130000,500,512,J3,Quadro P600,8,38847.55624,34162.73745,196598.1332,8
288,288,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,1,64513.71747,26625.08331,192011.6042,12
289,289,pytorch_alexnet,130000,500,1024,J4,M60,1,84332.6048660725,26625.08331,192011.6042,12
290,290,pytorch_alexnet,130000,500,1024,J4,K80,1,79955.1973,26625.08331,192011.6042,12
291,291,pytorch_alexnet,130000,500,1024,J4,Quadro P600,1,192011.6042,26625.08331,192011.6042,12
292,292,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,2,74785.43113,26625.08331,192011.6042,12
293,293,pytorch_alexnet,130000,500,1024,J4,M60,2,78431.80205686204,26625.08331,192011.6042,12
294,294,pytorch_alexnet,130000,500,1024,J4,K80,2,76247.94029,26625.08331,192011.6042,12
295,295,pytorch_alexnet,130000,500,1024,J4,Quadro P600,2,86861.14075,26625.08331,192011.6042,12
296,296,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,3,76087.95868,26625.08331,192011.6042,12
297,297,pytorch_alexnet,130000,500,1024,J4,M60,3,72943.88195,26625.08331,192011.6042,12
298,298,pytorch_alexnet,130000,500,1024,J4,K80,3,70097.42807000001,26625.08331,192011.6042,12
299,299,pytorch_alexnet,130000,500,1024,J4,Quadro P600,3,26625.08331,26625.08331,192011.6042,12
300,300,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,4,75148.18969,26625.08331,192011.6042,12
301,301,pytorch_alexnet,130000,500,1024,J4,M60,4,68948.72052,26625.08331,192011.6042,12
302,302,pytorch_alexnet,130000,500,1024,J4,K80,4,63336.10206000001,26625.08331,192011.6042,12
303,303,pytorch_alexnet,130000,500,1024,J4,Quadro P600,4,63336.10206000001,26625.08331,192011.6042,12
304,304,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,5,73311.50209,26625.08331,192011.6042,12
305,305,pytorch_alexnet,130000,500,1024,J4,M60,5,64399.14816,26625.08331,192011.6042,12
306,306,pytorch_alexnet,130000,500,1024,J4,K80,5,56330.45053,26625.08331,192011.6042,12
307,307,pytorch_alexnet,130000,500,1024,J4,Quadro P600,5,56330.45053,26625.08331,192011.6042,12
308,308,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,6,71026.35519,26625.08331,192011.6042,12
309,309,pytorch_alexnet,130000,500,1024,J4,M60,6,59572.37034,26625.08331,192011.6042,12
310,310,pytorch_alexnet,130000,500,1024,J4,K80,6,49202.63624,26625.08331,192011.6042,12
311,311,pytorch_alexnet,130000,500,1024,J4,Quadro P600,6,49202.63624,26625.08331,192011.6042,12
312,312,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,7,68484.94583,26625.08331,192011.6042,12
313,313,pytorch_alexnet,130000,500,1024,J4,M60,7,54587.18939,26625.08331,192011.6042,12
314,314,pytorch_alexnet,130000,500,1024,J4,K80,7,42005.01466,26625.08331,192011.6042,12
315,315,pytorch_alexnet,130000,500,1024,J4,Quadro P600,7,42005.01466,26625.08331,192011.6042,12
316,316,pytorch_alexnet,130000,500,1024,J4,GTX 1080Ti,8,65783.37242999999,26625.08331,192011.6042,12
317,317,pytorch_alexnet,130000,500,1024,J4,M60,8,49503.00649,26625.08331,192011.6042,12
318,318,pytorch_alexnet,130000,500,1024,J4,K80,8,34763.763530000004,26625.08331,192011.6042,12
319,319,pytorch_alexnet,130000,500,1024,J4,Quadro P600,8,34763.763530000004,26625.08331,192011.6042,12
320,320,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,1,130416.0187,39125.30314,453288.1907,4
321,321,pytorch_alexnet,130000,1000,128,J5,M60,1,170280.6690677028,39125.30314,453288.1907,4
322,322,pytorch_alexnet,130000,1000,128,J5,K80,1,169519.6012,39125.30314,453288.1907,4
323,323,pytorch_alexnet,130000,1000,128,J5,Quadro P600,1,453288.1907,39125.30314,453288.1907,4
324,324,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,2,155583.9485,39125.30314,453288.1907,4
325,325,pytorch_alexnet,130000,1000,128,J5,M60,2,166227.69074049575,39125.30314,453288.1907,4
326,326,pytorch_alexnet,130000,1000,128,J5,K80,2,167966.7859,39125.30314,453288.1907,4
327,327,pytorch_alexnet,130000,1000,128,J5,Quadro P600,2,257827.1025,39125.30314,453288.1907,4
328,328,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,3,162119.9069,39125.30314,453288.1907,4
329,329,pytorch_alexnet,130000,1000,128,J5,M60,3,162271.1804,39125.30314,453288.1907,4
330,330,pytorch_alexnet,130000,1000,128,J5,K80,3,162408.1342,39125.30314,453288.1907,4
331,331,pytorch_alexnet,130000,1000,128,J5,Quadro P600,3,164499.7547,39125.30314,453288.1907,4
332,332,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,4,163997.8724,39125.30314,453288.1907,4
333,333,pytorch_alexnet,130000,1000,128,J5,M60,4,159720.4966,39125.30314,453288.1907,4
334,334,pytorch_alexnet,130000,1000,128,J5,K80,4,155848.0234,39125.30314,453288.1907,4
335,335,pytorch_alexnet,130000,1000,128,J5,Quadro P600,4,96705.84188,39125.30314,453288.1907,4
336,336,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,5,164012.6409,39125.30314,453288.1907,4
337,337,pytorch_alexnet,130000,1000,128,J5,M60,5,156074.2554,39125.30314,453288.1907,4
338,338,pytorch_alexnet,130000,1000,128,J5,K80,5,148887.329,39125.30314,453288.1907,4
339,339,pytorch_alexnet,130000,1000,128,J5,Quadro P600,5,39125.30314,39125.30314,453288.1907,4
340,340,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,6,163095.8107,39125.30314,453288.1907,4
341,341,pytorch_alexnet,130000,1000,128,J5,M60,6,151880.2354,39125.30314,453288.1907,4
342,342,pytorch_alexnet,130000,1000,128,J5,K80,6,141726.3427,39125.30314,453288.1907,4
343,343,pytorch_alexnet,130000,1000,128,J5,Quadro P600,6,141726.3427,39125.30314,453288.1907,4
344,344,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,7,161646.6386,39125.30314,453288.1907,4
345,345,pytorch_alexnet,130000,1000,128,J5,M60,7,147373.1991,39125.30314,453288.1907,4
346,346,pytorch_alexnet,130000,1000,128,J5,K80,7,134450.904,39125.30314,453288.1907,4
347,347,pytorch_alexnet,130000,1000,128,J5,Quadro P600,7,134450.904,39125.30314,453288.1907,4
348,348,pytorch_alexnet,130000,1000,128,J5,GTX 1080Ti,8,159864.7526,39125.30314,453288.1907,4
349,349,pytorch_alexnet,130000,1000,128,J5,M60,8,142670.5275,39125.30314,453288.1907,4
350,350,pytorch_alexnet,130000,1000,128,J5,K80,8,127103.9325,39125.30314,453288.1907,4
351,351,pytorch_alexnet,130000,1000,128,J5,Quadro P600,8,127103.9325,39125.30314,453288.1907,4
352,352,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,1,129636.7539,14750.78098,412827.6207,6
353,353,pytorch_alexnet,130000,1000,256,J6,M60,1,168696.1104793834,14750.78098,412827.6207,6
354,354,pytorch_alexnet,130000,1000,256,J6,K80,1,163934.4679,14750.78098,412827.6207,6
355,355,pytorch_alexnet,130000,1000,256,J6,Quadro P600,1,412827.6207,14750.78098,412827.6207,6
356,356,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,2,152159.00699999998,14750.78098,412827.6207,6
357,357,pytorch_alexnet,130000,1000,256,J6,M60,2,160587.92674593866,14750.78098,412827.6207,6
358,358,pytorch_alexnet,130000,1000,256,J6,K80,2,159027.7634,14750.78098,412827.6207,6
359,359,pytorch_alexnet,130000,1000,256,J6,Quadro P600,2,208873.2549,14750.78098,412827.6207,6
360,360,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,3,156462.5944,14750.78098,412827.6207,6
361,361,pytorch_alexnet,130000,1000,256,J6,M60,3,152869.4535,14750.78098,412827.6207,6
362,362,pytorch_alexnet,130000,1000,256,J6,K80,3,149616.4445,14750.78098,412827.6207,6
363,363,pytorch_alexnet,130000,1000,256,J6,Quadro P600,3,99935.00366,14750.78098,412827.6207,6
364,364,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,4,156211.5154,14750.78098,412827.6207,6
365,365,pytorch_alexnet,130000,1000,256,J6,M60,4,147219.6523,14750.78098,412827.6207,6
366,366,pytorch_alexnet,130000,1000,256,J6,K80,4,139078.97199999998,14750.78098,412827.6207,6
367,367,pytorch_alexnet,130000,1000,256,J6,Quadro P600,4,14750.78098,14750.78098,412827.6207,6
368,368,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,5,154138.5698,14750.78098,412827.6207,6
369,369,pytorch_alexnet,130000,1000,256,J6,M60,5,140467.7544,14750.78098,412827.6207,6
370,370,pytorch_alexnet,130000,1000,256,J6,K80,5,128091.0381,14750.78098,412827.6207,6
371,371,pytorch_alexnet,130000,1000,256,J6,Quadro P600,5,128091.0381,14750.78098,412827.6207,6
372,372,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,6,151154.6909,14750.78098,412827.6207,6
373,373,pytorch_alexnet,130000,1000,256,J6,M60,6,133164.80800000002,14750.78098,412827.6207,6
374,374,pytorch_alexnet,130000,1000,256,J6,K80,6,116877.8735,14750.78098,412827.6207,6
375,375,pytorch_alexnet,130000,1000,256,J6,Quadro P600,6,116877.8735,14750.78098,412827.6207,6
376,376,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,7,147650.2786,14750.78098,412827.6207,6
377,377,pytorch_alexnet,130000,1000,256,J6,M60,7,125546.9769,14750.78098,412827.6207,6
378,378,pytorch_alexnet,130000,1000,256,J6,K80,7,105536.0056,14750.78098,412827.6207,6
379,379,pytorch_alexnet,130000,1000,256,J6,Quadro P600,7,105536.0056,14750.78098,412827.6207,6
380,380,pytorch_alexnet,130000,1000,256,J6,GTX 1080Ti,8,143820.5331,14750.78098,412827.6207,6
381,381,pytorch_alexnet,130000,1000,256,J6,M60,8,117732.3427,14750.78098,412827.6207,6
382,382,pytorch_alexnet,130000,1000,256,J6,K80,8,94113.69814,14750.78098,412827.6207,6
383,383,pytorch_alexnet,130000,1000,256,J6,Quadro P600,8,94113.69814,14750.78098,412827.6207,6
384,384,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,1,129239.9098,67858.92741,392779.6746,8
385,385,pytorch_alexnet,130000,1000,512,J7,M60,1,168480.90042707036,67858.92741,392779.6746,8
386,386,pytorch_alexnet,130000,1000,512,J7,K80,1,161157.6464,67858.92741,392779.6746,8
387,387,pytorch_alexnet,130000,1000,512,J7,Quadro P600,1,392779.6746,67858.92741,392779.6746,8
388,388,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,2,150440.5181,67858.92741,392779.6746,8
389,389,pytorch_alexnet,130000,1000,512,J7,M60,2,158001.22513360676,67858.92741,392779.6746,8
390,390,pytorch_alexnet,130000,1000,512,J7,K80,2,154575.3265,67858.92741,392779.6746,8
391,391,pytorch_alexnet,130000,1000,512,J7,Quadro P600,2,184580.9849,67858.92741,392779.6746,8
392,392,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,3,153625.0668,67858.92741,392779.6746,8
393,393,pytorch_alexnet,130000,1000,512,J7,M60,3,148173.3958,67858.92741,392779.6746,8
394,394,pytorch_alexnet,130000,1000,512,J7,K80,3,143237.7879,67858.92741,392779.6746,8
395,395,pytorch_alexnet,130000,1000,512,J7,Quadro P600,3,67858.92741,67858.92741,392779.6746,8
396,396,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,4,152305.6005,67858.92741,392779.6746,8
397,397,pytorch_alexnet,130000,1000,512,J7,M60,4,140972.0998,67858.92741,392779.6746,8
398,398,pytorch_alexnet,130000,1000,512,J7,K80,4,130711.4446,67858.92741,392779.6746,8
399,399,pytorch_alexnet,130000,1000,512,J7,Quadro P600,4,130711.4446,67858.92741,392779.6746,8
400,400,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,5,149184.5283,67858.92741,392779.6746,8
401,401,pytorch_alexnet,130000,1000,512,J7,M60,5,132665.1812,67858.92741,392779.6746,8
402,402,pytorch_alexnet,130000,1000,512,J7,K80,5,117709.5794,67858.92741,392779.6746,8
403,403,pytorch_alexnet,130000,1000,512,J7,Quadro P600,5,117709.5794,67858.92741,392779.6746,8
404,404,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,6,145162.6531,67858.92741,392779.6746,8
405,405,pytorch_alexnet,130000,1000,512,J7,M60,6,123805.4514,67858.92741,392779.6746,8
406,406,pytorch_alexnet,130000,1000,512,J7,K80,6,104469.9533,67858.92741,392779.6746,8
407,407,pytorch_alexnet,130000,1000,512,J7,Quadro P600,6,104469.9533,67858.92741,392779.6746,8
408,408,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,7,140626.0334,67858.92741,392779.6746,8
409,409,pytorch_alexnet,130000,1000,512,J7,M60,7,114629.8295,67858.92741,392779.6746,8
410,410,pytorch_alexnet,130000,1000,512,J7,K80,7,91094.46377,67858.92741,392779.6746,8
411,411,pytorch_alexnet,130000,1000,512,J7,Quadro P600,7,91094.46377,67858.92741,392779.6746,8
412,412,pytorch_alexnet,130000,1000,512,J7,GTX 1080Ti,8,135767.6983,67858.92741,392779.6746,8
413,413,pytorch_alexnet,130000,1000,512,J7,M60,8,105256.7749,67858.92741,392779.6746,8
414,414,pytorch_alexnet,130000,1000,512,J7,K80,8,77634.05965,67858.92741,392779.6746,8
415,415,pytorch_alexnet,130000,1000,512,J7,Quadro P600,8,77634.05965,67858.92741,392779.6746,8
416,416,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,1,129027.0643,52233.48779,383120.3795,12
417,417,pytorch_alexnet,130000,1000,1024,J8,M60,1,168582.26878108838,52233.48779,383120.3795,12
418,418,pytorch_alexnet,130000,1000,1024,J8,K80,1,159800.7257,52233.48779,383120.3795,12
419,419,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,1,383120.3795,52233.48779,383120.3795,12
420,420,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,2,149569.2372,52233.48779,383120.3795,12
421,421,pytorch_alexnet,130000,1000,1024,J8,M60,2,156796.65661713906,52233.48779,383120.3795,12
422,422,pytorch_alexnet,130000,1000,1024,J8,K80,2,152383.2568,52233.48779,383120.3795,12
423,423,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,2,172804.1574,52233.48779,383120.3795,12
424,424,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,3,152188.5601,52233.48779,383120.3795,12
425,425,pytorch_alexnet,130000,1000,1024,J8,M60,3,145834.9784,52233.48779,383120.3795,12
426,426,pytorch_alexnet,130000,1000,1024,J8,K80,3,140082.836,52233.48779,383120.3795,12
427,427,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,3,52233.48779,52233.48779,383120.3795,12
428,428,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,4,150327.1705,52233.48779,383120.3795,12
429,429,pytorch_alexnet,130000,1000,1024,J8,M60,4,137854.0627,52233.48779,383120.3795,12
430,430,pytorch_alexnet,130000,1000,1024,J8,K80,4,126561.6773,52233.48779,383120.3795,12
431,431,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,4,126561.6773,52233.48779,383120.3795,12
432,432,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,5,146673.4959,52233.48779,383120.3795,12
433,433,pytorch_alexnet,130000,1000,1024,J8,M60,5,128765.2494,52233.48779,383120.3795,12
434,434,pytorch_alexnet,130000,1000,1024,J8,K80,5,112552.2235,52233.48779,383120.3795,12
435,435,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,5,112552.2235,52233.48779,383120.3795,12
436,436,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,6,142123.6788,52233.48779,383120.3795,12
437,437,pytorch_alexnet,130000,1000,1024,J8,M60,6,119122.4874,52233.48779,383120.3795,12
438,438,pytorch_alexnet,130000,1000,1024,J8,K80,6,98298.62204,52233.48779,383120.3795,12
439,439,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,6,98298.62204,52233.48779,383120.3795,12
440,440,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,7,137061.7803,52233.48779,383120.3795,12
441,441,pytorch_alexnet,130000,1000,1024,J8,M60,7,109163.1832,52233.48779,383120.3795,12
442,442,pytorch_alexnet,130000,1000,1024,J8,K80,7,83905.50768,52233.48779,383120.3795,12
443,443,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,7,83905.50768,52233.48779,383120.3795,12
444,444,pytorch_alexnet,130000,1000,1024,J8,GTX 1080Ti,8,131679.8308,52233.48779,383120.3795,12
445,445,pytorch_alexnet,130000,1000,1024,J8,M60,8,99006.04018,52233.48779,383120.3795,12
446,446,pytorch_alexnet,130000,1000,1024,J8,K80,8,69425.19775,52233.48779,383120.3795,12
447,447,pytorch_alexnet,130000,1000,1024,J8,Quadro P600,8,69425.19775,52233.48779,383120.3795,12
448,448,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,1,195607.0154,58665.52286000001,679906.3292,4
449,449,pytorch_alexnet,130000,1500,128,J9,M60,1,255405.78779634525,58665.52286000001,679906.3292,4
450,450,pytorch_alexnet,130000,1500,128,J9,K80,1,254261.3059,58665.52286000001,679906.3292,4
451,451,pytorch_alexnet,130000,1500,128,J9,Quadro P600,1,679906.3292,58665.52286000001,679906.3292,4
452,452,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,2,233361.0676,58665.52286000001,679906.3292,4
453,453,pytorch_alexnet,130000,1500,128,J9,M60,2,249326.33458779,58665.52286000001,679906.3292,4
454,454,pytorch_alexnet,130000,1500,128,J9,K80,2,251933.7071,58665.52286000001,679906.3292,4
455,455,pytorch_alexnet,130000,1500,128,J9,Quadro P600,2,386712.4505,58665.52286000001,679906.3292,4
456,456,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,3,243165.4816,58665.52286000001,679906.3292,4
457,457,pytorch_alexnet,130000,1500,128,J9,M60,3,243391.5913,58665.52286000001,679906.3292,4
458,458,pytorch_alexnet,130000,1500,128,J9,K80,3,243596.2971,58665.52286000001,679906.3292,4
459,459,pytorch_alexnet,130000,1500,128,J9,Quadro P600,3,246722.6575,58665.52286000001,679906.3292,4
460,460,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,4,245982.4861,58665.52286000001,679906.3292,4
461,461,pytorch_alexnet,130000,1500,128,J9,M60,4,239565.7515,58665.52286000001,679906.3292,4
462,462,pytorch_alexnet,130000,1500,128,J9,K80,4,233756.4343,58665.52286000001,679906.3292,4
463,463,pytorch_alexnet,130000,1500,128,J9,Quadro P600,4,145033.8859,58665.52286000001,679906.3292,4
464,464,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,5,246004.5268,58665.52286000001,679906.3292,4
465,465,pytorch_alexnet,130000,1500,128,J9,M60,5,234096.4402,58665.52286000001,679906.3292,4
466,466,pytorch_alexnet,130000,1500,128,J9,K80,5,223315.5903,58665.52286000001,679906.3292,4
467,467,pytorch_alexnet,130000,1500,128,J9,Quadro P600,5,58665.52286000001,58665.52286000001,679906.3292,4
468,468,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,6,244629.0856,58665.52286000001,679906.3292,4
469,469,pytorch_alexnet,130000,1500,128,J9,M60,6,227805.3932,58665.52286000001,679906.3292,4
470,470,pytorch_alexnet,130000,1500,128,J9,K80,6,212574.2558,58665.52286000001,679906.3292,4
471,471,pytorch_alexnet,130000,1500,128,J9,Quadro P600,6,212574.2558,58665.52286000001,679906.3292,4
472,472,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,7,242455.0832,58665.52286000001,679906.3292,4
473,473,pytorch_alexnet,130000,1500,128,J9,M60,7,221044.7829,58665.52286000001,679906.3292,4
474,474,pytorch_alexnet,130000,1500,128,J9,K80,7,201661.2125,58665.52286000001,679906.3292,4
475,475,pytorch_alexnet,130000,1500,128,J9,Quadro P600,7,201661.2125,58665.52286000001,679906.3292,4
476,476,pytorch_alexnet,130000,1500,128,J9,GTX 1080Ti,8,239781.9802,58665.52286000001,679906.3292,4
477,477,pytorch_alexnet,130000,1500,128,J9,M60,8,213990.6955,58665.52286000001,679906.3292,4
478,478,pytorch_alexnet,130000,1500,128,J9,K80,8,190640.851,58665.52286000001,679906.3292,4
479,479,pytorch_alexnet,130000,1500,128,J9,Quadro P600,8,190640.851,58665.52286000001,679906.3292,4
