TF_alexnet,PY,PY_alexnet,PY_mobilnet,PY_resnet,PY_vgg
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.03703703703703700,0.0,0.0,0.14814814814814800,0.0
0.0,0.00308641975308642,0.0,0.0,0.01234567901234570,0.0
0.0,0.02160493827160490,0.0,0.0,0.08641975308641970,0.0
0.00925925925925926,0.00925925925925926,0.0,0.01851851851851850,0.01851851851851850,0.0
0.00925925925925926,0.01697530864197530,0.0,0.0,0.03086419753086420,0.03703703703703700
0.01851851851851850,0.00771604938271605,0.0,0.0,0.03086419753086420,0.0
0.0,0.03086419753086420,0.01234567901234570,0.00617283950617284,0.07407407407407410,0.03086419753086420
0.0,0.01851851851851850,0.01234567901234570,0.01234567901234570,0.03703703703703700,0.01234567901234570
0.01851851851851850,0.00771604938271605,0.0,0.01234567901234570,0.01851851851851850,0.0
0.00925925925925926,0.02623456790123460,0.03703703703703700,0.01851851851851850,0.04938271604938270,0.0
0.01851851851851850,0.03395061728395060,0.04938271604938270,0.01234567901234570,0.05555555555555560,0.01851851851851850
0.02777777777777780,0.00617283950617284,0.0,0.0,0.02469135802469140,0.0
0.01851851851851850,0.01388888888888890,0.01851851851851850,0.01851851851851850,0.01851851851851850,0.0
0.01851851851851850,0.01388888888888890,0.01234567901234570,0.0,0.01851851851851850,0.02469135802469140
0.04629629629629630,0.08024691358024690,0.13580246913580200,0.04320987654320990,0.06790123456790120,0.07407407407407410
0.00925925925925926,0.02160493827160490,0.0,0.02469135802469140,0.03086419753086420,0.03086419753086420
0.07407407407407410,0.01388888888888890,0.0,0.0,0.03086419753086420,0.02469135802469140
0.00925925925925926,0.05246913580246910,0.09259259259259260,0.02469135802469140,0.05555555555555560,0.03703703703703700
0.01851851851851850,0.01234567901234570,0.0,0.00617283950617284,0.02469135802469140,0.01851851851851850
0.00925925925925926,0.02006172839506170,0.01234567901234570,0.01234567901234570,0.03086419753086420,0.02469135802469140
0.01851851851851850,0.02160493827160490,0.01234567901234570,0.02469135802469140,0.01234567901234570,0.03703703703703700
0.04629629629629630,0.04166666666666670,0.04938271604938270,0.03703703703703700,0.0,0.08024691358024690
0.01851851851851850,0.01697530864197530,0.0,0.00617283950617284,0.00617283950617284,0.05555555555555560
0.00925925925925926,0.00771604938271605,0.0,0.02469135802469140,0.00617283950617284,0.0
0.0,0.00617283950617284,0.0,0.01234567901234570,0.00617283950617284,0.00617283950617284
0.00925925925925926,0.02777777777777780,0.04320987654320990,0.04320987654320990,0.00617283950617284,0.01851851851851850
0.02777777777777780,0.01543209876543210,0.01234567901234570,0.03703703703703700,0.0,0.01234567901234570
0.00925925925925926,0.02777777777777780,0.03703703703703700,0.0,0.01851851851851850,0.05555555555555560
0.03703703703703700,0.07253086419753090,0.08641975308641970,0.06172839506172840,0.02469135802469140,0.11728395061728400
0.00925925925925926,0.06635802469135800,0.11111111111111100,0.03703703703703700,0.01234567901234570,0.10493827160493800
0.01851851851851850,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.06481481481481480,0.01234567901234570,0.0,0.02469135802469140,0.01234567901234570,0.01234567901234570
0.01851851851851850,0.02623456790123460,0.04938271604938270,0.01851851851851850,0.00617283950617284,0.03086419753086420
0.01851851851851850,0.00462962962962963,0.0,0.01851851851851850,0.0,0.0
0.03703703703703700,0.00771604938271605,0.01851851851851850,0.01234567901234570,0.0,0.0
0.0,0.00771604938271605,0.0,0.02469135802469140,0.0,0.00617283950617284
0.0,0.00462962962962963,0.0,0.00617283950617284,0.0,0.01234567901234570
0.01851851851851850,0.01234567901234570,0.0,0.01851851851851850,0.0,0.03086419753086420
0.0,0.00308641975308642,0.01234567901234570,0.0,0.0,0.0
0.00925925925925926,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.00617283950617284,0.0,0.0,0.02469135802469140,0.0
0.0,0.00617283950617284,0.0,0.02469135802469140,0.0,0.0
0.00925925925925926,0.00462962962962963,0.0,0.01234567901234570,0.0,0.00617283950617284
0.0,0.00925925925925926,0.01234567901234570,0.02469135802469140,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.00925925925925926,0.00308641975308642,0.0,0.00617283950617284,0.0,0.00617283950617284
0.0,0.00308641975308642,0.0,0.01234567901234570,0.0,0.0
0.00925925925925926,0.01080246913580250,0.0,0.01851851851851850,0.0,0.02469135802469140
0.00925925925925926,0.00154320987654321,0.0,0.0,0.0,0.00617283950617284
0.0,0.0,0.0,0.0,0.0,0.0
0.00925925925925926,0.00462962962962963,0.01234567901234570,0.0,0.0,0.00617283950617284
0.0,0.00617283950617284,0.01234567901234570,0.0,0.0,0.01234567901234570
0.01851851851851850,0.00771604938271605,0.01234567901234570,0.01851851851851850,0.0,0.0
0.01851851851851850,0.00308641975308642,0.0,0.00617283950617284,0.0,0.00617283950617284
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00462962962962963,0.00617283950617284,0.0,0.0,0.01234567901234570
0.0,0.00617283950617284,0.0,0.02469135802469140,0.0,0.0
0.0,0.01543209876543210,0.01234567901234570,0.04320987654320990,0.0,0.00617283950617284
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.00925925925925926,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.01851851851851850,0.00462962962962963,0.0,0.01851851851851850,0.0,0.0
0.0,0.00462962962962963,0.0,0.01851851851851850,0.0,0.0
0.00925925925925926,0.00462962962962963,0.00617283950617284,0.01234567901234570,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00771604938271605,0.0,0.03086419753086420,0.0,0.0
0.0,0.00308641975308642,0.0,0.01234567901234570,0.0,0.0
0.00925925925925926,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.00925925925925926,0.0,0.0,0.0,0.0,0.0
0.00925925925925926,0.00308641975308642,0.0,0.01234567901234570,0.0,0.0
0.00925925925925926,0.00308641975308642,0.0,0.01234567901234570,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.00925925925925926,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.00154320987654321,0.0,0.00617283950617284,0.0,0.0
0.02777777777777780,0.02932098765432100,0.11111111111111100,0.00617283950617284,0.0,0.0
0.12037037037037000,0.0,0.0,0.0,0.0,0.0
